,Price Hub,Trade Date,Delivery Start Date,Delivery End Date,High Price $/MWh,Low Price $/MWh,Wtd Avg Price $/MWh,Change,Daily Volume MWh,Number of Trades,Number of Companies,date_x,DNI,Temperature,DHI,Pressure,Relative Humidity,Wind Speed,date_y,Date_x,Date_y,Open,High,Low,Close,Adj Close,Volume
921,PJM West,2004-08-11,2004-08-12,2004-08-12,43.25,42.0,42.4677,-6.246600000000001,24800,27,24,2004-08-11,61427.22433105164,6974.096764156811,38181.42626011201,332412.63845675194,27815.30523335408,1170.4070628500315,2004-08-11,2004-08-11,2004-08-11,1079.040039,1079.040039,1065.920044,1075.790039,1075.790039,1410400000.0
922,PJM West,2004-08-12,2004-08-13,2004-08-13,45.0,43.0,44.214,1.746299999999998,20000,23,18,2004-08-12,30205.001555693838,6649.3963907902935,36801.751088985686,332629.19103920343,29377.49107342876,851.4190728064715,2004-08-12,2004-08-12,2004-08-12,1075.790039,1075.790039,1062.819946,1063.22998,1063.22998,1405100000.0
923,PJM West,2004-08-13,2004-08-16,2004-08-16,46.25,45.75,45.9741,1.7601000000000013,21600,27,19,2004-08-13,25067.477286869947,6748.269757311759,34658.72215308027,332430.6440572495,28943.869495955194,703.3361232109518,2004-08-13,2004-08-13,2004-08-13,1063.22998,1067.579956,1060.719971,1064.800049,1064.800049,1175100000.0
924,PJM West,2004-08-16,2004-08-17,2004-08-17,46.5,45.75,46.05,0.07589999999999719,23200,26,18,2004-08-16,64002.19788425638,6767.539514623521,32661.93559427505,334424.64219041663,26690.81224019912,511.9068139390169,2004-08-16,2004-08-16,2004-08-16,1064.800049,1080.660034,1064.800049,1079.339966,1079.339966,1206200000.0
925,PJM West,2004-08-17,2004-08-18,2004-08-18,48.5,47.0,48.05,2.0,40800,41,24,2004-08-17,62632.92906036092,7041.375855631611,36977.19166148101,333233.11449906667,27888.207100186683,540.0649035469819,2004-08-17,2004-08-17,2004-08-17,1079.339966,1086.780029,1079.339966,1081.709961,1081.709961,1267800000.0
926,PJM West,2004-08-18,2004-08-19,2004-08-19,51.5,49.5,50.3728,2.322800000000001,36800,34,23,2004-08-18,41890.42563783448,7455.303360298693,42048.843497199756,332338.6216552583,29312.81304293715,899.1343808338522,2004-08-18,2004-08-18,2004-08-18,1081.709961,1095.170044,1078.930054,1095.170044,1095.170044,1282500000.0
927,PJM West,2004-08-19,2004-08-20,2004-08-20,50.5,49.75,50.1071,-0.2656999999999954,22400,23,17,2004-08-19,52760.094897324205,7465.678593652768,35689.16739265713,332887.4268823893,28752.39210952085,969.2523646546363,2004-08-19,2004-08-19,2004-08-19,1095.170044,1095.170044,1086.280029,1091.22998,1091.22998,1249400000.0
928,PJM West,2004-08-20,2004-08-23,2004-08-23,47.25,46.75,46.9054,-3.2017000000000024,29600,34,17,2004-08-20,53309.42221530802,7488.882389545736,35041.488799004364,332901.74237710034,29621.11309894212,841.4031113876791,2004-08-20,2004-08-20,2004-08-20,1091.22998,1100.26001,1089.569946,1098.349976,1098.349976,1199900000.0
929,PJM West,2004-08-23,2004-08-24,2004-08-24,45.75,45.0,45.4318,-1.4735999999999976,44000,44,22,2004-08-23,82039.81020535159,7146.794648413193,29892.271935283145,332891.3690105786,26050.096857498444,608.7850031113878,2004-08-23,2004-08-23,2004-08-23,1098.349976,1101.400024,1094.72998,1095.680054,1095.680054,1021900000.0
930,PJM West,2004-08-24,2004-08-25,2004-08-25,47.75,46.5,47.4639,2.0321,28800,28,19,2004-08-24,40465.57125077785,7366.334163036713,37499.10827629123,333149.9595519603,29222.75125077785,844.9829184816431,2004-08-24,2004-08-24,2004-08-24,1095.680054,1100.939941,1092.819946,1096.189941,1096.189941,1092500000.0
931,PJM West,2004-08-25,2004-08-26,2004-08-26,50.0,48.0,49.3512,1.8872999999999962,32800,26,18,2004-08-25,60175.57249533292,7313.676726820162,26066.130989421286,334445.8742999376,28842.621524579976,893.3062850031118,2004-08-25,2004-08-25,2004-08-25,1096.189941,1106.290039,1093.23999,1104.959961,1104.959961,1192200000.0
932,PJM West,2004-08-26,2004-08-27,2004-08-27,50.5,50.0,50.2357,0.8845000000000027,28000,34,20,2004-08-26,55231.05040448039,7572.198506533912,34470.978220286255,334258.6994399502,29234.34102675794,761.4558494088363,2004-08-26,2004-08-26,2004-08-26,1104.959961,1106.780029,1102.459961,1105.089966,1105.089966,1023600000.0
933,PJM West,2004-08-27,2004-08-30,2004-08-30,48.5,48.0,48.1544,-2.081299999999999,27200,29,22,2004-08-27,56263.39607965153,8002.5264467952675,31728.644990665838,333564.0790292469,29610.436341008088,715.5248599875546,2004-08-27,2004-08-27,2004-08-27,1105.089966,1109.680054,1104.619995,1107.77002,1107.77002,845400000.0
934,PJM West,2004-08-30,2004-08-31,2004-08-31,49.5,47.25,48.5183,0.363900000000001,32800,37,20,2004-08-30,46531.207218419426,7472.590230242688,33061.47604231488,333111.74548848777,29999.8192159303,564.1778780336032,2004-08-30,2004-08-30,2004-08-30,1107.77002,1107.77002,1099.150024,1099.150024,1099.150024,843100000.0
935,PJM West,2004-08-31,2004-09-01,2004-09-01,46.5,43.5,44.8125,-3.7058000000000035,22400,25,16,2004-08-31,63096.13658991911,7394.61947728687,28901.691661481025,333176.3565650281,27692.839471064097,813.9749533291848,2004-08-31,2004-08-31,2004-08-31,1099.150024,1104.23999,1094.719971,1104.23999,1104.23999,1138200000.0
936,PJM West,2004-09-01,2004-09-02,2004-09-02,43.0,42.5,42.6167,-2.1957999999999984,14400,13,14,2004-09-01,95186.49066583697,7189.123210952081,24865.580273802112,333913.03360298666,25083.259474175476,475.48652769135026,2004-09-01,2004-09-01,2004-09-01,1104.23999,1109.23999,1099.180054,1105.910034,1105.910034,1142100000.0
937,PJM West,2004-09-02,2004-09-03,2004-09-03,42.25,42.0,42.0172,-0.599499999999999,23200,29,17,2004-09-02,91291.97448662107,7137.123210952082,27459.91692594897,335140.1680149344,26222.196092097074,735.0686683260734,2004-09-02,2004-09-02,2004-09-02,1105.910034,1119.109985,1105.599976,1118.310059,1118.310059,1118400000.0
938,PJM West,2004-09-03,2004-09-07,2004-09-07,43.75,42.25,43.0761,1.0588999999999942,18400,23,15,2004-09-03,65447.64841319229,7257.838518979464,35343.64561294337,334598.6372121965,27077.28573428749,566.3656191661481,2004-09-03,2004-09-03,2004-09-03,1118.310059,1120.800049,1113.569946,1113.630005,1113.630005,924170000.0
939,PJM West,2004-09-07,2004-09-08,2004-09-08,46.0,44.25,44.7845,1.7084000000000046,23200,29,16,2004-09-07,82502.72059738642,7025.325762289979,20176.387367766023,333074.561294337,28749.589558182957,710.8309583074051,2004-09-07,2004-09-07,2004-09-07,1113.630005,1124.079956,1113.630005,1121.300049,1121.300049,1214400000.0
940,PJM West,2004-09-08,2004-09-09,2004-09-09,47.25,46.25,46.8929,2.108399999999996,16800,19,16,2004-09-08,29875.97728686994,7041.135967641569,28865.982887367765,332631.0765401369,30695.44602364654,986.0989421281893,2004-09-08,2004-09-08,2004-09-08,1121.300049,1123.050049,1116.27002,1116.27002,1116.27002,1246300000.0
941,PJM West,2004-09-09,2004-09-10,2004-09-10,48.5,46.0,47.2958,0.4029000000000025,28800,36,18,2004-09-09,54481.79309271935,7233.800248911015,24453.22806471687,331801.1449906657,28989.827815805853,1317.7689172370883,2004-09-09,2004-09-09,2004-09-09,1116.27002,1121.300049,1113.619995,1118.380005,1118.380005,1371300000.0
942,PJM West,2004-09-10,2004-09-13,2004-09-13,43.5,42.0,42.629,-4.666800000000002,24800,30,20,2004-09-10,111391.2548226509,6915.532047293093,17217.80802738021,333813.7087741132,25869.848771001867,639.3247977598013,2004-09-10,2004-09-10,2004-09-10,1118.380005,1125.26001,1114.390015,1123.920044,1123.920044,1261200000.0
943,PJM West,2004-09-13,2004-09-14,2004-09-14,48.0,47.0,47.515,4.886000000000003,24000,30,23,2004-09-13,81883.42812694462,7169.04107031736,25914.250777846915,334337.01929060364,26869.781978842562,577.3422837585566,2004-09-13,2004-09-13,2004-09-13,1123.920044,1129.780029,1123.349976,1125.819946,1125.819946,1299800000.0
944,PJM West,2004-09-14,2004-09-15,2004-09-15,47.0,46.0,46.54,-0.9750000000000014,24000,29,19,2004-09-14,34963.67019290604,7060.158369632858,30636.45115121344,335486.28189172375,27338.095388923462,981.1939327940261,2004-09-14,2004-09-14,2004-09-14,1125.819946,1129.459961,1124.719971,1128.329956,1128.329956,1204500000.0
945,PJM West,2004-09-15,2004-09-16,2004-09-16,48.5,48.0,48.2155,1.6754999999999995,23200,23,20,2004-09-15,25454.79184816428,7043.794337274422,22005.1453018046,334155.89919103944,29031.120460485377,899.1270690728068,2004-09-15,2004-09-15,2004-09-15,1128.329956,1128.329956,1119.819946,1120.369995,1120.369995,1256000000.0
946,PJM West,2004-09-16,2004-09-17,2004-09-17,45.1,44.5,44.8107,-3.4048000000000016,33600,40,18,2004-09-16,40891.59116365897,6943.30833851898,29199.90634723087,333021.39390168036,29110.11303982577,676.1280958307406,2004-09-16,2004-09-16,2004-09-16,1120.369995,1126.060059,1120.369995,1123.5,1123.5,1113900000.0
947,PJM West,2004-09-17,2004-09-20,2004-09-20,46.25,44.75,45.3214,0.5106999999999999,28000,28,23,2004-09-17,38958.61107654014,6751.729931549472,24580.406969508404,331847.18419415044,30173.91401680149,885.4437772246422,2004-09-17,2004-09-17,2004-09-17,1123.5,1130.140015,1123.5,1128.550049,1128.550049,1422600000.0
948,PJM West,2004-09-20,2004-09-21,2004-09-21,46.0,45.25,45.4947,0.17330000000000467,30400,35,23,2004-09-20,128679.3593652769,5286.278469197261,11939.703484754198,336105.21468574984,22779.972657125076,818.1676726820161,2004-09-20,2004-09-20,2004-09-20,1128.550049,1128.550049,1120.339966,1122.199951,1122.199951,1197600000.0
949,PJM West,2004-09-21,2004-09-22,2004-09-22,52.0,50.25,50.9196,5.424900000000001,22400,26,17,2004-09-21,95024.02364654637,6111.806782825141,21170.555071561914,335650.42003733665,23130.445099564407,520.3031425015558,2004-09-21,2004-09-21,2004-09-21,1122.199951,1131.540039,1122.199951,1129.300049,1129.300049,1325000000.0
950,PJM West,2004-09-22,2004-09-23,2004-09-23,53.0,51.5,52.4977,1.5780999999999992,34400,42,19,2004-09-22,118410.87927815807,6560.290292470442,14166.606720597383,334792.7691350344,24693.282710018662,578.5817983820784,2004-09-22,2004-09-22,2004-09-22,1129.300049,1129.300049,1112.670044,1113.560059,1113.560059,1379900000.0
951,PJM West,2004-09-23,2004-09-24,2004-09-24,50.25,48.75,49.3929,-3.1048000000000044,33600,42,21,2004-09-23,103509.12103298069,6906.487865588054,17194.27753578096,334239.73242065974,26069.79894835097,705.9466708151837,2004-09-23,2004-09-23,2004-09-23,1113.560059,1113.609985,1108.050049,1108.359985,1108.359985,1286300000.0
952,PJM West,2004-09-24,2004-09-27,2004-09-27,46.5,45.75,46.1571,-3.2357999999999976,22400,26,20,2004-09-24,54285.628811449904,6533.932482887369,28675.893901680156,335052.0255133789,26770.475896079653,602.5761667703798,2004-09-24,2004-09-24,2004-09-24,1108.359985,1113.810059,1108.359985,1110.109985,1110.109985,1255400000.0
953,PJM West,2004-09-27,2004-09-28,2004-09-28,47.25,45.25,46.0776,-0.07950000000000301,23200,25,17,2004-09-27,56709.25264467953,6218.178904791539,25616.183571873054,333176.1543248289,27496.51942128189,550.8495332918482,2004-09-27,2004-09-27,2004-09-27,1110.109985,1110.109985,1103.23999,1103.52002,1103.52002,1263500000.0
954,PJM West,2004-09-28,2004-09-29,2004-09-29,48.0,45.75,46.9156,0.838000000000001,25600,30,19,2004-09-28,27201.27162414437,6415.423148724332,17933.02022401991,331063.8954573739,30141.455298693214,1025.5764779091476,2004-09-28,2004-09-28,2004-09-28,1103.52002,1111.77002,1101.290039,1110.060059,1110.060059,1396600000.0
955,PJM West,2004-09-29,2004-09-30,2004-09-30,48.5,46.0,47.3406,0.42500000000000426,12800,14,12,2004-09-29,48521.02364654637,5551.371810827626,20103.28904791537,331653.2856253889,27913.695650280024,960.1009334163037,2004-09-29,2004-09-29,2004-09-29,1110.060059,1114.800049,1107.420044,1114.800049,1114.800049,1402900000.0
956,PJM West,2004-09-30,2004-10-01,2004-10-01,51.0,48.25,49.5447,2.204099999999997,37600,34,17,2004-09-30,50571.20441817051,5460.411947728688,17487.95550715619,333300.69695084024,26415.21579340386,494.30550715619165,2004-09-30,2004-09-30,2004-09-30,1114.800049,1116.310059,1109.680054,1114.579956,1114.579956,1748000000.0
957,PJM West,2004-10-01,2004-10-04,2004-10-04,47.0,43.5,44.0971,-5.447600000000001,27200,32,18,2004-10-01,79199.41039203487,5469.755444928436,17824.474797759805,334532.73179838236,26233.736356565027,695.1625700062225,2004-10-01,2004-10-01,2004-10-01,1114.579956,1131.640015,1114.579956,1131.5,1131.5,1582200000.0
958,PJM West,2004-10-04,2004-10-05,2004-10-05,45.5,43.5,44.7734,0.6763000000000048,25600,32,19,2004-10-04,96661.71281891725,4659.466708151836,16702.14623522091,333751.2881144992,25760.447367766028,726.6965152457999,2004-10-04,2004-10-04,2004-10-04,1131.5,1140.130005,1131.5,1135.170044,1135.170044,1534000000.0
959,PJM West,2004-10-05,2004-10-06,2004-10-06,48.25,47.25,47.9148,3.1413999999999973,35200,35,20,2004-10-05,116756.05507156192,3772.078406969508,12099.587741132542,336009.7946484128,22473.910329807095,820.4532358431865,2004-10-05,2004-10-05,2004-10-05,1135.170044,1137.869995,1132.030029,1134.47998,1134.47998,1418400000.0
960,PJM West,2004-10-06,2004-10-07,2004-10-07,45.0,44.0,44.5211,-3.3937000000000026,30400,32,22,2004-10-06,111868.81611698818,4201.545115121345,12277.68450528936,336561.0796515243,21375.833515868086,570.248817672682,2004-10-06,2004-10-06,2004-10-06,1134.47998,1142.050049,1132.939941,1142.050049,1142.050049,1416700000.0
961,PJM West,2004-10-07,2004-10-08,2004-10-08,46.5,45.75,46.0652,1.5441000000000003,18400,22,17,2004-10-07,92675.4943995022,5225.939639079028,15181.749222153083,336268.4909769755,23797.594828873684,592.4945861854387,2004-10-07,2004-10-07,2004-10-07,1142.050049,1142.050049,1130.5,1130.650024,1130.650024,1447500000.0
962,PJM West,2004-10-08,2004-10-11,2004-10-11,44.5,44.0,44.3143,-1.7508999999999943,28000,32,17,2004-10-08,71825.24922215307,5594.420037336649,17118.9156813939,335412.1375233353,28671.271213441185,760.9376789047915,2004-10-08,2004-10-08,2004-10-08,1130.650024,1132.920044,1120.189941,1122.140015,1122.140015,1291600000.0
963,PJM West,2004-10-11,2004-10-12,2004-10-12,44.0,43.5,43.8071,-0.5072000000000045,16800,21,14,2004-10-11,80710.75295581829,3745.82731798382,19220.751711263227,333390.03733665205,25891.734243932802,1072.1001866832607,2004-10-11,2004-10-11,2004-10-11,1122.140015,1126.199951,1122.140015,1124.390015,1124.390015,943800000.0
964,PJM West,2004-10-12,2004-10-13,2004-10-13,43.25,42.5,42.852,-0.9551000000000016,20000,23,17,2004-10-12,89111.5270690728,3686.9667081518355,12375.00622277536,330892.7100186683,26511.870507156196,1013.370690728065,2004-10-12,2004-10-12,2004-10-12,1124.390015,1124.390015,1115.77002,1121.839966,1121.839966,1320100000.0
965,PJM West,2004-10-13,2004-10-14,2004-10-14,42.0,41.75,41.9656,-0.8863999999999947,12800,16,12,2004-10-13,26730.46733042937,4100.798382078407,22290.131611698816,329419.4399502174,27853.331605476047,558.6593963907903,2004-10-13,2004-10-13,2004-10-13,1121.839966,1127.01001,1109.630005,1113.650024,1113.650024,1546200000.0
966,PJM West,2004-10-14,2004-10-15,2004-10-15,42.75,42.0,42.2912,0.32560000000000144,27200,23,15,2004-10-14,9492.313005600497,4487.080896079649,17668.356565028007,327695.8836341005,31314.651888612323,762.2672059738643,2004-10-14,2004-10-14,2004-10-14,1113.650024,1114.959961,1102.060059,1103.290039,1103.290039,1489500000.0
967,PJM West,2004-10-15,2004-10-18,2004-10-18,41.75,41.0,41.3391,-0.9521000000000015,18400,23,17,2004-10-15,14104.922526446799,4215.030491599252,15021.46204107032,327052.16552582453,30827.380351586806,1125.0103298070944,2004-10-15,2004-10-15,2004-10-15,1103.290039,1113.170044,1102.140015,1108.199951,1108.199951,1645100000.0
968,PJM West,2004-10-18,2004-10-19,2004-10-19,46.25,46.0,46.0732,4.734099999999998,22400,25,17,2004-10-18,46350.455818294955,3193.4838207840703,16234.026757934038,332409.87554449274,26221.494947106414,822.9770068450531,2004-10-18,2004-10-18,2004-10-18,1108.199951,1114.459961,1103.329956,1114.02002,1114.02002,1373300000.0
969,PJM West,2004-10-19,2004-10-20,2004-10-20,50.0,47.5,49.0952,3.0219999999999985,16800,18,12,2004-10-19,2277.8425637834475,4161.623210952084,12302.220286247666,332390.8867454881,32113.0441661481,1010.0722153080272,2004-10-19,2004-10-19,2004-10-19,1114.02002,1117.959961,1103.150024,1103.22998,1103.22998,1737500000.0
970,PJM West,2004-10-20,2004-10-21,2004-10-21,54.0,50.0,52.7033,3.6081000000000003,36800,38,19,2004-10-20,3962.2887367766016,4036.5625388923454,13174.331362787803,333130.9583074048,30758.082386434366,1304.3332296204107,2004-10-20,2004-10-20,2004-10-20,1103.22998,1104.089966,1094.25,1103.660034,1103.660034,1685700000.0
971,PJM West,2004-10-21,2004-10-22,2004-10-22,50.5,49.75,50.14,-2.563299999999998,20000,22,20,2004-10-21,5735.385189794648,3934.765090230243,17497.550093341633,333304.02924704424,29830.06589296826,1060.8602364654635,2004-10-21,2004-10-21,2004-10-21,1103.660034,1108.869995,1098.469971,1106.48999,1106.48999,1673000000.0
972,PJM West,2004-10-22,2004-10-25,2004-10-25,50.5,49.95,50.2773,0.1372999999999962,8800,10,11,2004-10-22,17419.633478531425,3853.1222775357805,19621.86621032981,334240.29558182944,29166.012215308026,1304.185594275047,2004-10-22,2004-10-22,2004-10-22,1106.48999,1108.140015,1095.469971,1095.73999,1095.73999,1469600000.0
973,PJM West,2004-10-25,2004-10-26,2004-10-26,54.0,52.0,53.3908,3.113500000000002,39200,48,19,2004-10-25,60028.4399502178,3984.3556316116983,15798.671126322339,333183.6092097076,28274.61630367144,566.2627878033603,2004-10-25,2004-10-25,2004-10-25,1095.73999,1096.810059,1090.290039,1094.800049,1094.800049,1380500000.0
974,PJM West,2004-10-26,2004-10-27,2004-10-27,50.75,48.5,49.3462,-4.0445999999999955,10400,13,12,2004-10-26,17523.988176726823,4182.223708774113,16616.50217797137,333477.9184816429,28876.56116677039,759.359614187928,2004-10-26,2004-10-26,2004-10-26,1094.810059,1111.099976,1094.810059,1111.089966,1111.089966,1685400000.0
975,PJM West,2004-10-27,2004-10-28,2004-10-28,53.25,51.75,52.8409,3.4946999999999946,17600,22,17,2004-10-27,34442.3189172371,4112.591163658992,16716.75077784692,334191.29122588667,29194.383590541387,727.552271313006,2004-10-27,2004-10-27,2004-10-27,1111.089966,1126.290039,1107.430054,1125.400024,1125.400024,1741900000.0
976,PJM West,2004-10-28,2004-10-29,2004-10-29,47.75,46.25,46.7375,-6.103400000000001,16000,19,17,2004-10-28,49621.63036714374,3832.147790914748,14811.92594897324,335278.6465463598,29096.95873366522,818.4521779713754,2004-10-28,2004-10-28,2004-10-28,1125.339966,1130.670044,1120.599976,1127.439941,1127.439941,1628200000.0
977,PJM West,2004-10-29,2004-11-01,2004-11-01,51.0,48.0,49.925,3.1875,24000,30,19,2004-10-29,16902.827940261355,4866.77722464219,16098.338518979464,332262.4455507157,31085.494950217788,887.9557560672062,2004-10-29,2004-10-29,2004-10-29,1127.439941,1131.400024,1124.619995,1130.199951,1130.199951,1500800000.0
978,PJM West,2004-11-01,2004-11-02,2004-11-02,58.0,53.75,55.5015,5.576500000000003,26400,33,21,2004-11-01,60501.558805227134,4125.3372744243925,12139.196950840074,333007.8904791537,28073.77172993155,905.7817361543249,2004-11-01,2004-11-01,2004-11-01,1130.199951,1133.410034,1127.599976,1130.51001,1130.51001,1395900000.0
979,PJM West,2004-11-02,2004-11-03,2004-11-03,56.0,54.0,55.1091,-0.3924000000000021,17600,21,15,2004-11-02,37117.70752955819,4259.448973242065,16563.211263223402,333481.4467952708,29743.758655880516,903.3381456129438,2004-11-02,2004-11-02,2004-11-02,1130.51001,1140.47998,1128.119995,1130.560059,1130.560059,1659000000.0
980,PJM West,2004-11-03,2004-11-04,2004-11-04,53.5,51.5,52.1635,-2.945599999999999,20800,25,13,2004-11-03,72703.66148102055,3553.1481020535157,12915.071561916613,333675.34847542,26998.07986309895,1130.3273490976974,2004-11-03,2004-11-03,2004-11-03,1130.540039,1147.569946,1130.540039,1143.199951,1143.199951,1767500000.0
981,PJM West,2004-11-04,2004-11-05,2004-11-05,52.0,49.75,50.75,-1.413499999999999,6400,8,10,2004-11-04,9090.18170504045,2957.2131300560045,10607.977286869946,331195.51649035484,29763.711621032977,1185.3707840696957,2004-11-04,2004-11-04,2004-11-04,1143.199951,1161.670044,1142.339966,1161.670044,1161.670044,1782700000.0
982,PJM West,2004-11-05,2004-11-08,2004-11-08,56.0,54.0,54.87,4.119999999999997,12000,15,15,2004-11-05,97582.47106409461,2507.0849408836343,9788.897635345364,331341.347230865,24430.936032980706,1524.7364343497202,2004-11-05,2004-11-05,2004-11-05,1161.670044,1170.869995,1160.660034,1166.170044,1166.170044,1724400000.0
983,PJM West,2004-11-08,2004-11-09,2004-11-09,61.0,57.75,58.8125,3.9425000000000026,19200,24,16,2004-11-08,58031.60329807094,2021.056627255756,15303.514312383326,334689.83198506536,23387.13570317361,1062.1787181082768,2004-11-08,2004-11-08,2004-11-08,1166.170044,1166.77002,1162.319946,1164.890015,1164.890015,1358700000.0
984,PJM West,2004-11-09,2004-11-10,2004-11-10,52.0,51.5,51.7656,-7.046900000000001,12800,15,8,2004-11-09,81435.84754200374,1204.0227131300558,11294.22433105165,337123.0398257618,23424.210267579343,949.0620410703176,2004-11-09,2004-11-09,2004-11-09,1164.890015,1168.959961,1162.47998,1164.079956,1164.079956,1450800000.0
985,PJM West,2004-11-10,2004-11-11,2004-11-11,50.0,47.75,48.8,-2.965600000000002,24800,31,18,2004-11-10,72022.2607342875,1828.1801493466087,12566.994710640947,337340.24579962675,24484.323873677666,745.5314250155571,2004-11-10,2004-11-10,2004-11-10,1164.079956,1169.25,1162.51001,1162.910034,1162.910034,1504300000.0
986,PJM West,2004-11-11,2004-11-12,2004-11-12,50.5,48.0,49.7579,0.9579000000000022,15200,18,17,2004-11-11,41371.65152457997,2575.4735532047303,15053.083385189793,335890.7467330428,27447.22600186684,1046.9040759178595,2004-11-11,2004-11-11,2004-11-11,1162.910034,1174.800049,1162.910034,1173.47998,1173.47998,1393000000.0
987,PJM West,2004-11-12,2004-11-15,2004-11-15,49.7,48.5,49.1738,-0.5840999999999994,16800,21,17,2004-11-12,26930.064716863715,1945.6714374611072,7644.104231487242,335355.6689483508,30627.896113876795,1100.1191350342256,2004-11-12,2004-11-12,2004-11-12,1173.47998,1184.170044,1171.430054,1184.170044,1184.170044,1531600000.0
988,PJM West,2004-11-15,2004-11-16,2004-11-16,46.5,46.0,46.2708,-2.9029999999999987,9600,12,9,2004-11-15,69305.34287492221,1814.8693217174855,11296.544803982575,338475.6004978217,26609.224670192903,754.3963596764158,2004-11-15,2004-11-15,2004-11-15,1184.170044,1184.47998,1179.849976,1183.810059,1183.810059,1453300000.0
989,PJM West,2004-11-16,2004-11-17,2004-11-17,45.0,43.75,44.375,-1.8958000000000013,4800,6,7,2004-11-16,24446.146546359676,2537.41443683883,15142.930616054766,336620.7342874921,27811.342794026135,603.4036403235847,2004-11-16,2004-11-16,2004-11-16,1183.810059,1183.810059,1175.319946,1175.430054,1175.430054,1364400000.0
990,PJM West,2004-11-17,2004-11-18,2004-11-18,42.5,42.0,42.1528,-2.222200000000001,14400,18,17,2004-11-17,53344.79184816429,3186.559116365898,11412.798382078407,336023.53453640325,28368.605214685747,563.3266645924082,2004-11-17,2004-11-17,2004-11-17,1175.430054,1188.459961,1175.430054,1181.939941,1181.939941,1684200000.0
991,PJM West,2004-11-18,2004-11-19,2004-11-19,44.0,43.25,43.5,1.3472000000000008,9600,11,12,2004-11-18,8776.510889856876,3660.0444928438083,15367.01431238332,334519.05413814547,31185.630802738033,577.6612632233977,2004-11-18,2004-11-18,2004-11-18,1181.939941,1184.900024,1180.150024,1183.550049,1183.550049,1456700000.0
992,PJM West,2004-11-19,2004-11-22,2004-11-22,44.0,43.5,43.7868,0.2867999999999995,15200,16,18,2004-11-19,14881.302738021159,3760.1593030491604,14910.246110765405,333142.22775357787,31902.364103920336,461.4513067828251,2004-11-19,2004-11-19,2004-11-19,1183.550049,1184.0,1169.189941,1170.339966,1170.339966,1526600000.0
993,PJM West,2004-11-22,2004-11-23,2004-11-23,41.5,40.75,41.0625,-2.7242999999999995,12800,15,11,2004-11-22,15194.163036714375,2723.640945861854,13609.500622277537,333921.1138767888,30506.068789670186,427.73288736776595,2004-11-22,2004-11-22,2004-11-22,1170.339966,1178.180054,1167.890015,1177.23999,1177.23999,1392700000.0
994,PJM West,2004-11-23,2004-11-24,2004-11-24,43.0,40.5,42.075,1.0125000000000028,8000,9,11,2004-11-23,5157.168637212197,2996.049159925326,12682.124455507157,332830.7031736153,31828.53564716865,660.3564094586188,2004-11-23,2004-11-23,2004-11-23,1177.23999,1179.52002,1171.410034,1176.939941,1176.939941,1428300000.0
995,PJM West,2004-11-24,2004-11-26,2004-11-26,40.0,37.0,37.6536,-4.4214000000000055,11200,13,11,2004-11-24,554.1876166770379,3167.48070939639,6908.564716863721,330163.2669570629,32313.16199439951,1285.3947417548225,2004-11-24,2004-11-24,2004-11-24,1176.939941,1182.459961,1176.939941,1181.76001,1181.76001,1149600000.0
996,PJM West,2004-11-26,2004-11-29,2004-11-29,47.75,47.5,47.5833,9.929700000000004,2400,3,5,2004-11-26,57551.40136901058,955.5388923459861,10692.559427504668,333042.06596141896,25411.10067517113,965.4472930927194,2004-11-26,2004-11-26,2004-11-26,1181.76001,1186.619995,1181.079956,1182.650024,1182.650024,504580000.0
997,PJM West,2004-11-29,2004-11-30,2004-11-30,46.0,45.25,45.5929,-1.990400000000001,11200,14,11,2004-11-29,47677.563472308655,1270.6303671437458,10400.764467952706,335350.8400746731,27059.20016801494,835.2071873055386,2004-11-29,2004-11-29,2004-11-29,1182.650024,1186.939941,1172.369995,1178.569946,1178.569946,1378500000.0
998,PJM West,2004-11-30,2004-12-01,2004-12-01,44.5,43.25,43.6938,-1.8990999999999971,19200,22,19,2004-11-30,21421.389234598635,1655.046981953952,12092.703795892965,334310.4324828873,28907.16234598631,596.857373988799,2004-11-30,2004-11-30,2004-11-30,1178.569946,1178.660034,1173.810059,1173.819946,1173.819946,1553500000.0
999,PJM West,2004-12-01,2004-12-02,2004-12-02,43.5,42.75,43.0625,-0.6313000000000031,9600,11,14,2004-12-01,51853.32731798383,1854.9281269446176,8575.420970752955,331257.00995644083,28265.670818294962,1718.8663036714377,2004-12-01,2004-12-01,2004-12-01,1173.780029,1191.369995,1173.780029,1191.369995,1191.369995,1772800000.0
1000,PJM West,2004-12-02,2004-12-03,2004-12-03,45.5,44.75,45.1667,2.1041999999999987,7200,9,9,2004-12-02,63783.336341008115,1003.940261356565,11071.548848786559,333012.06285003107,26662.208714996897,813.9536092097073,2004-12-02,2004-12-02,2004-12-02,1191.369995,1194.800049,1186.719971,1190.329956,1190.329956,1774900000.0
1001,PJM West,2004-12-03,2004-12-06,2004-12-06,47.75,47.0,47.4292,2.262500000000003,28800,31,13,2004-12-03,73847.34225264467,791.7417548226506,10087.964841319224,331819.99999999977,27276.556151213445,1025.3915059116368,2004-12-03,2004-12-03,2004-12-03,1190.329956,1197.459961,1187.709961,1191.170044,1191.170044,1566700000.0
